num,data_div,id_average,ood_average
0,10,0.9989224137931034,0.07558978368051997
0,20,0.9814005199781062,0.07759708527737962
0,30,0.9922721674876848,0.11075884430559635
0,40,0.9978448275862069,0.26233414024169216
1,10,0.9719365763546798,0.3946443541876159
1,20,0.9588687055281883,0.48763043119674665
1,30,1.0,0.4608705574355723
1,40,0.9946120689655172,0.4795889460194071
2,10,1.0,0.10720333814011618
2,20,0.9967980295566503,0.18083262827492658
2,30,0.9956845238095239,0.19784071193847716
2,40,1.0,0.2785690817329568
3,10,0.9636169266557197,0.3358655411295029
3,20,0.9709222769567598,0.3066894783142895
3,30,0.9855554766115111,0.41408062956401326
3,40,0.9984434865900383,0.4986605498070866
4,10,1.0,0.22890352640227263
4,20,1.0,0.2587514988702928
4,30,1.0,0.2482425490455094
4,40,1.0,0.2583778191909572
5,10,1.0,0.3189808153460139
5,20,1.0,0.2744136381909075
5,30,1.0,0.28044934420310547
5,40,1.0,0.2606148866178956
6,10,0.9776222713456757,0.07220915855192273
6,20,0.9985815602836879,0.09438412380070646
6,30,0.9838905775075988,0.10044636101260049
6,40,0.9847348868625464,0.0896465068334509
7,10,0.933892112615517,0.08754009882300917
7,20,0.9896435479414203,0.10610902987137125
7,30,0.9934228301249577,0.09970680571108999
7,40,0.9863424518743668,0.0868354301948052
8,10,0.9086230151005312,0.10555833591675684
8,20,0.9337767395583241,0.126551706844147
8,30,0.8579854834672822,0.20916161268794908
8,40,0.9183523828063442,0.3365964312078157
9,10,0.6662923205749759,0.23864034960210312
9,20,0.8734644548884377,0.47928643358720524
9,30,0.9153056258516645,0.47953947260729857
9,40,0.819723079680253,0.49400519811417826
20,10,0.999384236453202,0.06915964055236433
20,20,0.9956896551724138,0.090160520009404
20,30,1.0,0.1349896058290527
20,40,0.9959051724137932,0.23157641596822826
22,10,1.0,0.12955855068742708
22,20,0.9985632183908045,0.1811359649095121
22,30,0.9985632183908045,0.2629416933253347
22,40,0.9911535303776683,0.28044970619721815
24,10,1.0,0.18407174019110933
24,20,0.9744444444444443,0.22184270145184137
24,30,1.0,0.25583324616527164
24,40,0.9933333333333334,0.17547420272839176
26,10,0.9968085106382979,0.10242079968642469
26,20,0.9883164471462343,0.11853727792219179
26,30,0.9924721377912867,0.1017109411950123
26,40,0.9966666666666666,0.1468187112165224
28,10,0.9739514292512151,0.17149627376897564
28,20,0.9516440792136723,0.2672533482757705
28,30,0.9324553272090746,0.21351506389557162
28,40,0.9472603829670211,0.30832867817462983
40,10,0.955043063563243,0.11616356416918194
40,20,0.9995017438963627,0.13820740509193324
40,30,0.993380311765962,0.21537149264824562
40,40,0.9889280375827462,0.26900092239530016
41,10,0.906037796284433,0.3723360512816449
41,20,0.9884422378816997,0.5159834009666143
41,30,0.9966189764396043,0.5761664557340431
41,40,0.9878318741547442,0.5964637571944007
42,10,0.9953463203463204,0.11534969895046525
42,20,0.994829244829245,0.18457449480105237
42,30,0.9967532467532467,0.19627076790072384
42,40,0.9896945646945646,0.36444812562487383
43,10,0.804351024156219,0.38011546405116164
43,20,0.9613790970933829,0.5233941667606941
43,30,0.9767726741752715,0.5147048061392081
43,40,0.933556498816239,0.5037968605800761
44,10,1.0,0.20916666015894755
44,20,0.9871794871794872,0.17961275567088206
44,30,1.0,0.19698513749021648
44,40,1.0,0.16183799914518499
45,10,0.9962606837606839,0.19176813505726223
45,20,1.0,0.22076900157223708
45,30,0.5309065934065934,0.08947156221422588
45,40,0.7871642246642246,0.11419182425578212
46,10,0.778448679747381,0.13946179312490992
46,20,0.9969369014823561,0.168150852287918
46,30,0.9805518074998595,0.1477276752882682
46,40,0.9207422087292217,0.13623917788136256
47,10,0.9966450216450217,0.1825358122082544
47,20,0.994083694083694,0.17733615444883832
47,30,0.9933293978748523,0.1672701993836066
47,40,0.9989177489177489,0.15563513672169166
48,10,0.9133317918009549,0.3242600386364286
48,20,0.6676980630725124,0.23851532316752774
48,30,0.9516615176306805,0.3436573533987411
48,40,0.9658388478873061,0.5346580879284768
49,10,0.9299287716688598,0.5892985524479285
49,20,0.8306034701959812,0.47436336290137576
49,30,0.8756038198218816,0.5899011971087027
49,40,0.934793816071349,0.6619682533527556
60,10,0.9993593850096092,0.15483908586725623
60,20,0.9903480674781123,0.16335669191800933
60,30,0.9977578475336323,0.263223344539722
60,40,1.0,0.30367174955226817
62,10,0.9989177489177489,0.1319019161734706
62,20,0.9931818181818183,0.1462570298032853
62,30,0.9981962481962482,0.2795492071015893
62,40,0.9957740672026386,0.3078763047993604
64,10,1.0,0.1328208745199074
64,20,1.0,0.16391896347634852
64,30,1.0,0.18249922819147799
64,40,1.0,0.19262102528601005
66,10,0.9989177489177489,0.34951992535370385
66,20,0.9891173641173642,0.3666430353542259
66,30,0.9985569985569985,0.17998295809884687
66,40,0.9996064541519087,0.1359298861552317
68,10,0.9451738912091334,0.27264461055675593
68,20,0.9745995988837399,0.3760389629525561
68,30,0.9922504624597135,0.4275993663932676
68,40,0.9784489800458963,0.5540602871939536
80,10,1.0,0.08114703194155679
80,20,0.9939209726443768,0.20034079653651712
80,30,0.9911009793988517,0.22546372339638543
80,40,0.9390020263424518,0.3167533669044053
81,10,0.6548328267477205,0.1519917707283975
81,20,0.9991489361702128,0.38253959871329285
81,30,0.9992907801418439,0.5914571061062565
81,40,0.9947112462006079,0.5638245282093614
82,10,0.8243478383088771,0.07662557656407012
82,20,0.8026706458524641,0.1169958854194282
82,30,0.7643091396338149,0.11476712177412404
82,40,0.8043344702435612,0.21889320358756392
83,10,0.9792531062011582,0.37941237607683476
83,20,0.43005690797898594,0.17885218350774748
83,30,0.9715689673481881,0.5615292190566603
83,40,0.9664926944147724,0.44201260650920005
84,10,0.3264172335600907,0.03736026162330728
84,20,1.0,0.23373525186276062
84,30,0.8630643166357452,0.13716655671779857
84,40,0.8490723562152134,0.16339391447739415
85,10,0.26821789321789324,0.08138202601323524
85,20,0.8464749536178108,0.12051605360687145
85,30,0.0,0.0
85,40,1.0,0.20114769756641304
86,10,0.7016045723282565,0.10955174655957088
86,20,0.9141571878413984,0.06496189725777056
86,30,0.9875730994152047,0.25727693103071697
86,40,0.9858117516012254,0.4453383392366229
87,10,0.963401559454191,0.5622831417979071
87,20,0.9560173135831032,0.48789264573275176
87,30,0.9693022620654199,0.09667890441489632
87,40,0.7363004198530514,0.31875646473387514
88,10,0.8326239395353866,0.1221653533154928
88,20,0.7971351962172696,0.18645958298190102
88,30,0.8645080920998847,0.23685333409369677
88,40,0.9236826768144264,0.408194138581851
89,10,0.9373392985704001,0.3653180357276224
89,20,0.7198663227820895,0.3430224413200573
89,30,0.5570979596357567,0.31769941759004655
89,40,0.4866366954379914,0.38818551840838167
100,10,0.5026376224248564,0.05207412910842741
100,20,0.9775920297196893,0.1362889800570732
100,30,0.993211752786221,0.13146247483723886
100,40,0.9942857142857142,0.1503504157893711
102,10,0.9967532467532467,0.13803295948451133
102,20,0.985087111061137,0.1687426642385007
102,30,0.9953823953823954,0.2344877192577798
102,40,0.9972170686456401,0.21121019229459806
104,10,0.9974025974025974,0.13164750035046072
104,20,0.9091166769738198,0.08647614197977971
104,30,1.0,0.16512275286735897
104,40,0.5138373531230674,0.061448742656406985
106,10,0.9979044834307993,0.2781023553960202
106,20,0.9218674356832253,0.14829165537614553
106,30,0.9652829991645782,0.31751629379090257
106,40,0.9972587719298246,0.33413463377023445
108,10,0.9313204613960554,0.2210515203017739
108,20,0.9479404504782475,0.30760969505738717
108,30,0.9663968201225221,0.3041596225371269
108,40,0.8979644485584011,0.35101331376375755
120,10,,
120,20,,
120,30,,
120,40,,
121,10,,
121,20,,
121,30,,
121,40,,
122,10,,
122,20,,
122,30,,
122,40,,
123,10,,
123,20,,
123,30,,
123,40,,
124,10,,
124,20,,
124,30,,
124,40,,
125,10,,
125,20,,
125,30,,
125,40,,
126,10,,
126,20,,
126,30,,
126,40,,
127,10,,
127,20,,
127,30,,
127,40,,
128,10,,
128,20,,
128,30,,
128,40,,
129,10,,
129,20,,
129,30,,
129,40,,
140,10,,
140,20,,
140,30,,
140,40,,
142,10,,
142,20,,
142,30,,
142,40,,
144,10,,
144,20,,
144,30,,
144,40,,
146,10,,
146,20,,
146,30,,
146,40,,
148,10,,
148,20,,
148,30,,
148,40,,
160,10,1.0,0.15031974903979262
160,20,1.0,0.4784274095240148
160,30,0.9767651888341543,0.3226283458915401
160,40,1.0,0.3934639882827491
161,10,0.9994612068965517,0.4524045807545319
161,20,1.0,0.5686429628625952
161,30,0.9989224137931034,0.552150880506945
161,40,0.9983836206896551,0.5423186962344292
162,10,1.0,0.1649577533485477
162,20,0.9978448275862069,0.4731013695592956
162,30,1.0,0.43426946348907425
162,40,0.9877480158730159,0.4201450435683819
163,10,0.9994612068965517,0.5122829876034292
163,20,1.0,0.5899037132681837
163,30,0.9991379310344828,0.533435799696407
163,40,0.9991379310344828,0.5792729256239453
164,10,1.0,0.2694820270139979
164,20,1.0,0.3177479119147876
164,30,0.9710416666666667,0.23792924250353523
164,40,1.0,0.31007169948211827
165,10,1.0,0.2547614275396888
165,20,1.0,0.2894095585262837
165,30,1.0,0.27858798151864855
165,40,1.0,0.3295568654222742
166,10,1.0,0.2592352964168481
166,20,0.9971225937183384,0.6549960172872701
166,30,1.0,0.5598028633766745
166,40,1.0,0.563400935415934
167,10,1.0,0.6383647286458008
167,20,1.0,0.7422972732533779
167,30,1.0,0.6737268085301433
167,40,1.0,0.8022012118051574
168,10,0.8767217911757527,0.23519218694151595
168,20,0.9524820706298222,0.5499909996023841
168,30,0.9830928588423236,0.5261099559357779
168,40,0.9733072542494384,0.5348861129592509
169,10,0.9524633764997791,0.5843633802267219
169,20,0.9677014099390974,0.7204836437575199
169,30,0.9830044865912103,0.6928792097876195
169,40,0.9826323034567146,0.6082202814933189
200,10,0.9982383087764254,0.2406210843208264
200,20,0.9993593850096092,0.36842413432851734
200,30,0.9973663605950602,0.3368731947854116
200,40,1.0,0.41118073712132436
201,10,0.9958466794789665,0.5471683685989914
201,20,0.9996263079222721,0.5759281276062325
201,30,1.0,0.5843490965386554
201,40,0.9962630792227206,0.5487691153831309
202,10,1.0,0.20686466080841012
202,20,1.0,0.3641533687399567
202,30,0.9984126984126984,0.3350609140691694
202,40,1.0,0.40031685069620504
203,10,0.9856055920990987,0.584468079069012
203,20,1.0,0.6074954315131267
203,30,0.9939634439634439,0.5752178237981369
203,40,0.0,0.0
204,10,1.0,0.2947276872261934
204,20,1.0,0.2254251388468845
204,30,1.0,0.2625280277368313
204,40,0.9412240537240538,0.21135730334375932
205,10,0.9983974358974359,0.25576501693412906
205,20,1.0,0.30249339311548845
205,30,1.0,0.25495765752482435
205,40,1.0,0.25462746207196923
206,10,0.9866709769307173,0.462898889679954
206,20,0.9919432419432419,0.6213998037783397
206,30,0.9952774498229043,0.5783626341679244
206,40,1.0,0.6522026505626359
207,10,1.0,0.7865822500932448
207,20,0.9991341991341992,0.7413369165082904
207,30,0.9978354978354979,0.791764709888611
207,40,0.9810518605973151,0.6630987850026487
208,10,0.9673017938987103,0.41767830806901585
208,20,0.9941987527890612,0.6463810260779715
208,30,0.9871730203228002,0.6014878751850183
208,40,0.9700018593741061,0.5329160130745463
209,10,0.9891781248609443,0.7129738953135897
209,20,0.9857587835561403,0.7040956019384158
209,30,0.9741397613644309,0.686897000847812
209,40,0.9678544412024589,0.7309952288205979
240,10,1.0,0.19543569744010272
240,20,0.5164707868963189,0.17107425526714387
240,30,0.9033096926713948,0.27973849536939527
240,40,0.9843515704154002,0.39184438350265915
241,10,0.9949949341438703,0.27784298248426637
241,20,1.0,0.5727644526999467
241,30,1.0,0.6128120788378811
241,40,1.0,0.5505174924369387
242,10,0.8648379278249408,0.1511050610028657
242,20,0.6380151234047339,0.19824118216434644
242,30,0.9956709956709957,0.34708869753343635
242,40,0.8745575732588721,0.34435510395483904
243,10,0.998015873015873,0.5354967595978195
243,20,0.6480936451715672,0.24230862308549667
243,30,0.9855545248402392,0.5580476829294013
243,40,0.6040474316448342,0.3207241923271446
244,10,1.0,0.1388784620909558
244,20,1.0,0.2438036078182842
244,30,1.0,0.2587520968118685
244,40,1.0,0.22670859117328007
245,10,1.0,0.1763638479001625
245,20,0.9811533704390847,0.1905450432310066
245,30,0.9023500309214596,0.19712454609281002
245,40,0.987012987012987,0.21887649619711838
246,10,0.9973965362123257,0.24907645550786642
246,20,0.9807313422445002,0.4347637943833047
246,30,0.9683899920742026,0.10623357498830745
246,40,0.9996867167919801,0.5817923839929771
247,10,0.9886695906432749,0.4938350324376952
247,20,0.9931286549707603,0.6937517595912978
247,30,1.0,0.7923363360516313
247,40,0.9942251461988304,0.6351500934003458
248,10,0.9392437176454456,0.19625577349074688
248,20,0.8675031711748775,0.2493949118061469
248,30,0.9756985155473276,0.46500475283445103
248,40,0.0,0.0
249,10,0.9633096385256212,0.4848667276942068
249,20,0.9787308443895918,0.6878073067491023
249,30,0.9285391234635295,0.6389399853957298
249,40,0.9872073091295553,0.6821530772535719
280,10,,
280,20,,
280,30,,
280,40,,
281,10,,
281,20,,
281,30,,
281,40,,
282,10,,
282,20,,
282,30,,
282,40,,
283,10,,
283,20,,
283,30,,
283,40,,
284,10,,
284,20,,
284,30,,
284,40,,
285,10,,
285,20,,
285,30,,
285,40,,
286,10,,
286,20,,
286,30,,
286,40,,
287,10,,
287,20,,
287,30,,
287,40,,
288,10,,
288,20,,
288,30,,
288,40,,
289,10,,
289,20,,
289,30,,
289,40,,
320,10,0.9978448275862069,0.14584620840150828
320,20,1.0,0.42749228345605783
320,30,0.9994612068965517,0.3395060151459934
320,40,1.0,0.3744251578749267
321,10,0.997485632183908,0.4801896451509074
321,20,1.0,0.5743496403774404
321,30,1.0,0.5469232097611226
321,40,0.9989224137931034,0.5934957874361413
322,10,1.0,0.20084412087921952
322,20,1.0,0.511287715355158
322,30,1.0,0.3941508669333221
322,40,1.0,0.4644459957237636
323,10,1.0,0.4719771531252449
323,20,0.9994612068965517,0.6080319034035491
323,30,0.9881294471811713,0.5732792517208058
323,40,1.0,0.5840372170571433
324,10,1.0,0.275772398329131
324,20,1.0,0.3240384735416706
324,30,1.0,0.29132997717344505
324,40,1.0,0.30681874050463276
325,10,1.0,0.31238576354549275
325,20,1.0,0.2950350422914254
325,30,1.0,0.3160347992285901
325,40,1.0,0.32464320739301933
326,10,1.0,0.3578993792028029
326,20,0.9995271867612293,0.5889663480729324
326,30,1.0,0.6437238125671141
326,40,0.9984042553191489,0.6683365353646722
327,10,0.9243501888182739,0.7169805769358627
327,20,1.0,0.8302884013844677
327,30,0.998581560283688,0.7834983251042423
327,40,0.9840881458966566,0.6051374177087605
328,10,0.0928555978877178,0.10044411319853055
328,20,0.9897131300771558,0.6549427787724588
328,30,0.7611215396547302,0.36907466602501265
328,40,0.9874171510145815,0.5501988539513701
329,10,0.9914941708303593,0.6890885559452434
329,20,0.9661058427653716,0.6476832287492654
329,30,0.9832109717548688,0.7744800866376017
329,40,0.9608373425289912,0.7331767964674474
360,10,0.9970104633781763,0.21024063184347483
360,20,1.0,0.3962812159615664
360,30,0.9993593850096092,0.39490046315812094
360,40,1.0,0.32544664174465776
361,10,0.9982383087764254,0.6323378461127759
361,20,1.0,0.6176397437587583
361,30,0.9993593850096092,0.636643062406149
361,40,0.9993593850096092,0.6452210534728007
362,10,1.0,0.21013164700278314
362,20,0.9989177489177489,0.30318355027541344
362,30,0.9989177489177489,0.3560502574462519
362,40,0.9963924963924964,0.28897433824376406
363,10,0.9864186078471793,0.5300216598145373
363,20,0.9893578643578644,0.5991144434730857
363,30,0.9988455988455989,0.620884036947599
363,40,0.9928880643166358,0.6134181054408351
364,10,1.0,0.2604435024612181
364,20,1.0,0.190106421008415
364,30,1.0,0.28247199408316787
364,40,1.0,0.2496224019549828
365,10,1.0,0.2889409379187739
365,20,1.0,0.28080126776459713
365,30,0.9668803418803419,0.26243956270651486
365,40,1.0,0.26852857120445534
366,10,0.9985569985569985,0.49618023020406676
366,20,1.0,0.6472068856344189
366,30,1.0,0.6283920008319643
366,40,0.9993815708101422,0.6147107465081135
367,10,0.9967532467532467,0.7818866476563835
367,20,1.0,0.8267701381870887
367,30,1.0,0.225978270291495
367,40,0.9996064541519087,0.8506547818876723
368,10,0.9796611489342767,0.4419946295228024
368,20,0.9963830406011024,0.5972501007756318
368,30,0.9926368785399622,0.5927501711640366
368,40,0.9749318229494442,0.5667933738517124
369,10,0.9886397009745026,0.7767243461309055
369,20,0.0,0.0
369,30,0.9803020767778476,0.7746961856366009
369,40,0.9634928580963822,0.7700486394071554
400,10,1.0,0.214892453186978
400,20,1.0,0.5684778418211395
400,30,1.0,0.48863120656701525
400,40,0.9984397163120567,0.415880657696265
401,10,0.9822644376899696,0.41892196835400114
401,20,0.9985815602836879,0.6777637134559726
401,30,0.9995271867612293,0.7081938203744371
401,40,1.0,0.5561304311729107
402,10,0.9915223665223665,0.2239474205456416
402,20,1.0,0.5550810032973167
402,30,0.9978354978354979,0.4204057544566629
402,40,0.9985930735930736,0.45895729862421764
403,10,0.9978354978354979,0.565951401473733
403,20,0.9898577612863327,0.6462028139592484
403,30,0.9949424673450649,0.7492491723377416
403,40,0.9782653373562463,0.6296646494224087
404,10,1.0,0.18944441123630787
404,20,1.0,0.26197616897096326
404,30,1.0,0.23423731520194138
404,40,1.0,0.24631889738042523
405,10,1.0,0.227985617200996
405,20,1.0,0.28460016700420615
405,30,1.0,0.2511215141342462
405,40,0.9844155844155844,0.21345956494444954
406,10,0.9991228070175439,0.4445867624439053
406,20,1.0,0.642143959089315
406,30,0.9969298245614036,0.7162568233760181
406,40,0.9992690058479533,0.6901740783334676
407,10,1.0,0.7621306658314483
407,20,1.0,0.8659269211073854
407,30,0.0,0.0
407,40,0.9947577276524645,0.8579813520373845
408,10,0.9430338320187133,0.3461841058594799
408,20,0.9845675203126607,0.7364379839874386
408,30,0.9649492216446861,0.6444558509515395
408,40,0.979719908121636,0.7013676771491253
409,10,0.973840378484007,0.7081406411310672
409,20,0.9916100997634475,0.8304555674832114
409,30,0.9849017792862285,0.7965522246161987
409,40,0.8804238298298773,0.6616110989779516
440,10,,
440,20,,
440,30,,
440,40,,
441,10,,
441,20,,
441,30,,
441,40,,
442,10,,
442,20,,
442,30,,
442,40,,
443,10,,
443,20,,
443,30,,
443,40,,
444,10,,
444,20,,
444,30,,
444,40,,
445,10,,
445,20,,
445,30,,
445,40,,
446,10,,
446,20,,
446,30,,
446,40,,
447,10,,
447,20,,
447,30,,
447,40,,
448,10,,
448,20,,
448,30,,
448,40,,
449,10,,
449,20,,
449,30,,
449,40,,
480,10,0.968219759168035,0.05970294670163507
480,20,1.0,0.10074913699030012
480,30,1.0,0.07642344256350969
480,40,1.0,0.07533529400915245
481,10,0.988232074438971,0.532948795414615
481,20,0.998162972085386,0.5616810011026031
481,30,0.9845853858784893,0.537057293769701
481,40,1.0,0.5723674861507771
482,10,0.9952055966064586,0.12099899594207174
482,20,1.0,0.200745441500673
482,30,0.9985632183908046,0.15950313128594185
482,40,1.0,0.1925567619473675
483,10,0.9969827586206897,0.4639169432262444
483,20,0.9992816091954023,0.51937636977234
483,30,0.9929956896551724,0.5407999910610094
483,40,0.9985221674876846,0.5206972152327692
484,10,1.0,0.23813591344050367
484,20,1.0,0.28434530719197215
484,30,1.0,0.24825206341529207
484,40,1.0,0.21576306046075647
485,10,1.0,0.27989814478711317
485,20,1.0,0.2808422434556351
485,30,1.0,0.2967399722477456
485,40,1.0,0.3063028219481956
486,10,0.9966666666666666,0.18024639951905502
486,20,0.9924113475177305,0.20119797251557217
486,30,0.9929078014184396,0.21757198503484976
486,40,0.9854269135120199,0.18237313095072227
487,10,0.9935375026864388,0.5986671678044573
487,20,0.9970212765957447,0.7289677652903311
487,30,0.9878014184397163,0.7380029332263937
487,40,0.9933941236068896,0.7213383194883173
488,10,0.918962336735356,0.10555221324232732
488,20,0.9685324489928344,0.15560065500906478
488,30,0.9235075595353968,0.13922575019561154
488,40,0.94442320111485,0.14320845283968747
489,10,0.947412562455389,0.6036566652550214
489,20,0.9013778809817353,0.6269692159319759
489,30,0.9323111043132457,0.6424773552697955
489,40,0.9430891200163148,0.635387352412906
500,10,1.0,0.05958470069864628
500,20,0.9832563628899835,0.0868453797428165
500,30,1.0,0.08997142830648455
500,40,1.0,0.08702316997107135
502,10,1.0,0.13104462030788225
502,20,1.0,0.1770251164780332
502,30,1.0,0.1889752421821575
502,40,0.9994612068965517,0.15924642783037576
504,10,1.0,0.2068003250441189
504,20,1.0,0.29336893551255383
504,30,1.0,0.25482452237247877
504,40,1.0,0.2893744463563296
506,10,0.9941843971631206,0.1470614479466546
506,20,0.9947517730496453,0.2161239546295175
506,30,0.9742230818826564,0.22186969543385207
506,40,0.9934024131896473,0.2455839140179673
508,10,0.8840148965951964,0.1256705501044016
508,20,0.9452105947823293,0.16870995387350787
508,30,0.9731262610812932,0.1513646305379139
508,40,0.9561747793011176,0.16302121604962136
520,10,0.948738344366147,0.13231979250153622
520,20,0.9263274966189764,0.11187249484937528
520,30,1.0,0.19837447595731583
520,40,0.9971172325432416,0.17060565356835988
521,10,1.0,0.5343555781298038
521,20,0.9983628728023347,0.5488893539793457
521,30,1.0,0.5536873492638191
521,40,0.6694373265001068,0.3302106709017936
522,10,1.0,0.154833490403031
522,20,0.972175840032983,0.11964459199984688
522,30,0.9903318903318903,0.1438895635166875
522,40,0.935236408613032,0.15226721277011876
523,10,0.9920995670995671,0.5072915880974038
523,20,0.9633030990173848,0.478183781773905
523,30,0.9857280285851714,0.5149428922652926
523,40,0.991228612657184,0.5710873623963617
524,10,1.0,0.14753597571505775
524,20,0.9963369963369965,0.18147529967037115
524,30,0.9378968253968255,0.1293248627052239
524,40,1.0,0.18631095167964995
525,10,1.0,0.22155002871126228
525,20,0.9983974358974359,0.20883399204920255
525,30,0.8961080586080586,0.15843734478045993
525,40,0.9967948717948718,0.22431871245829108
526,10,0.9728353416665106,0.3734147172394151
526,20,1.0,0.3617075580010413
526,30,0.8049180737492425,0.23827024308846434
526,40,0.8954078509273314,0.2896316252381664
527,10,0.9968253968253967,0.7419084260580109
527,20,0.9040041728353416,0.6028214876793809
527,30,0.9919741634027347,0.7532332344830954
527,40,0.873364442195611,0.5575453253829542
528,10,0.8532579571676489,0.2998092356448887
528,20,0.7773799988557698,0.1648101642127494
528,30,0.8780647888577404,0.2662635677224017
528,40,0.9717404536237135,0.22596145716481328
529,10,0.9873338482369319,0.7153108369652581
529,20,0.8493597873003159,0.5394565408234864
529,30,0.40518542886384296,0.22937201833206505
529,40,0.7327631252741384,0.5065717869662449
540,10,0.9977578475336323,0.17505810656810442
540,20,0.9630667663178873,0.13578661851883325
540,30,0.9991031390134529,0.1455007232373477
540,40,0.8419531639262581,0.13147352199622284
542,10,0.9978354978354979,0.15952541444989526
542,20,0.9989177489177489,0.1224322539567977
542,30,0.9978354978354979,0.17435518645399076
542,40,0.9936748436748437,0.14167866519188105
544,10,0.9934676434676434,0.165721937086685
544,20,0.9871642246642247,0.12013657238450316
544,30,1.0,0.18604802138474075
544,40,1.0,0.16456363895697979
546,10,1.0,0.4017655343769274
546,20,1.0,0.3454957356545347
546,30,0.9985569985569985,0.4096414092758487
546,40,0.8914442820286977,0.28516857269889695
548,10,0.9701959812091971,0.31639845137399136
548,20,0.9440798799829637,0.2715861143341105
548,30,0.9744552192790079,0.3142713201056298
548,40,0.9200308624317436,0.2405726804730678
560,10,1.0,0.07223738047841259
560,20,1.0,0.11583459876254085
560,30,0.9995744680851064,0.09648697152787775
560,40,0.5739395474501857,0.04329861104562174
561,10,0.9849071259709558,0.3546144158966689
561,20,1.0,0.6132574545585874
561,30,0.7792907801418439,0.32408827868865625
561,40,1.0,0.5715791561071611
562,10,0.8854786267123929,0.13511901383305622
562,20,0.6772941224239925,0.10277498071782704
562,30,0.987849271940181,0.12982246046212736
562,40,0.28061677379859196,0.03298140129139372
563,10,0.9652391259534117,0.34352608553024905
563,20,0.20241031215057187,0.06008347464630583
563,30,0.9768207742233717,0.4306013623576076
563,40,0.6216178482412249,0.19904342527828522
564,10,0.9814780457637601,0.08234781504663594
564,20,0.9350907029478458,0.10695595050681603
564,30,0.9779220779220779,0.10418740730613536
564,40,0.7792207792207793,0.10250610963575087
565,10,0.997835497835498,0.1507786954710562
565,20,0.997835497835498,0.18803963639638502
565,30,0.9868893011750154,0.16390284292002807
565,40,0.07414965986394557,0.008807674144164359
566,10,0.9765455304928989,0.18788412618706662
566,20,0.9956140350877193,0.20460535559286191
566,30,0.9866236103078208,0.19465318775957344
566,40,0.9950396825396826,0.2024939398898258
567,10,1.0,0.7488925860092569
567,20,0.9950292397660819,0.7286348120301931
567,30,0.9536343529764583,0.6785030818710148
567,40,1.0,0.6638719893531226
568,10,0.9283470069647174,0.12162879442393772
568,20,0.9829090815591895,0.21681061421741105
568,30,0.9578019472727896,0.22019103455509745
568,40,0.9726499022935308,0.20616835171901113
569,10,0.9600611951043916,0.40437062831496007
569,20,0.9513457384947667,0.6581337757615338
569,30,0.9356038549883042,0.5372028063871204
569,40,0.7376644593707229,0.38468429589403463
580,10,0.9735714285714285,0.06727602130056505
580,20,1.0,0.1312613355108635
580,30,1.0,0.19082118007857465
580,40,0.34202971968929413,0.033506668144805345
582,10,1.0,0.14971966660081726
582,20,0.9650723374749349,0.1430320089952944
582,30,0.9966089466089465,0.21332728833675088
582,40,0.7825596721700618,0.10236493799608865
584,10,0.8908317872603586,0.06690082806333433
584,20,0.954040404040404,0.15363171369662842
584,30,0.5367913832199547,0.06737916968881595
584,40,0.613512677798392,0.084123477257258
586,10,0.9961988304093566,0.18678137233790942
586,20,0.982921647066384,0.2041788165841674
586,30,0.9885547201336675,0.19345926627918045
586,40,1.0,0.20170000350622508
588,10,0.9080911768816736,0.13038160095603665
588,20,0.955302850497235,0.16821869798981134
588,30,0.8448046793619148,0.13370057095805257
588,40,0.9678674277486373,0.21155876153181505
600,10,,
600,20,,
600,30,,
600,40,,
601,10,,
601,20,,
601,30,,
601,40,,
602,10,,
602,20,,
602,30,,
602,40,,
603,10,,
603,20,,
603,30,,
603,40,,
604,10,,
604,20,,
604,30,,
604,40,,
605,10,,
605,20,,
605,30,,
605,40,,
606,10,,
606,20,,
606,30,,
606,40,,
607,10,,
607,20,,
607,30,,
607,40,,
608,10,,
608,20,,
608,30,,
608,40,,
609,10,,
609,20,,
609,30,,
609,40,,
620,10,,
620,20,,
620,30,,
620,40,,
622,10,,
622,20,,
622,30,,
622,40,,
624,10,,
624,20,,
624,30,,
624,40,,
626,10,,
626,20,,
626,30,,
626,40,,
628,10,,
628,20,,
628,30,,
628,40,,
